brand,model,img_url,2014_jan,2014_feb,2014_mar,2014_apr,2014_may,2014_jun,2014_jul,2014_aug,2014_sep,2014_oct,2014_nov ,2014_dec,2015_jan,2015_feb,2015_mar,2015_apr,2015_may,2015_jun,2015_jul,2015_aug,2015_sep,2015_oct,2015_nov ,2015_dec,2016_jan,2016_feb,2016_mar,2016_apr,2016_may,2016_jun,2016_jul,2016_aug,2016_sep,2016_oct,2016_nov ,2016_dec,2017_jan,2017_feb,2017_mar,2017_apr,2017_may,2017_jun,2017_jul,2017_aug,2017_sep,2017_oct,2017_nov ,2017_dec
Gionee,S9,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-s9-2.jpg,8199,5106,14143,9795,7684,10999,11590,10535,12957,13896,12861,13205,6001,10547,6676,12543,6399,7976,5891,13157,5005,13561,7494,8207,12828,5493,10911,13888,10576,5070,6938,7109,11312,12340,7066,8666,14571,9736,7218,14226,11775,8477,6298,5383,14269,13590,9969,12635
Gionee,P7 Max,https://cdn2.gsmarena.com/vv/bigpic/gionee-p7-max-r.jpg,8411,6762,8813,7115,10872,13586,14590,12217,6009,9001,13486,8053,11873,6818,13317,14954,14088,6127,12955,9925,6303,9892,7946,11558,7503,8616,10751,6821,9583,8828,13999,13015,5937,13973,12084,6213,10047,9214,13966,5983,8980,14885,12405,8557,8131,9461,8506,8107
Gionee,F103 Pro,https://cdn2.gsmarena.com/vv/bigpic/gionee-f103-pro.jpg,12639,14592,8505,11141,5780,14367,9691,12842,5435,14365,14553,10155,7369,13833,12744,9163,7718,14211,11767,6012,12977,8664,7123,7004,10101,12368,10200,12115,5045,7066,14679,12134,5877,13544,5771,7165,7375,10395,10733,5580,14216,8537,5998,8051,7416,6208,12902,11044
Gionee,S6s,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-s6s3.jpg,8649,8364,14015,14936,14514,8641,5489,13967,8837,7155,6257,11383,5305,14287,11695,5524,12956,5060,8950,14054,10416,7112,13371,14370,7311,7713,13086,10166,12454,14436,7679,9609,7059,6300,7420,7940,9317,12872,7448,6330,14354,12716,13331,14205,5409,5248,13957,10962
Gionee,M6 Plus,https://cdn2.gsmarena.com/vv/bigpic/gionee-m6-plus.jpg,14293,7640,12012,6285,6546,12585,14177,13597,14629,9248,5842,12167,13956,10246,10923,13453,10315,12284,9888,5716,5029,11876,8128,14389,8188,5718,8670,14101,11240,7563,11784,6725,7832,10816,12698,7688,7424,11268,9022,14514,14736,12871,8708,11603,6869,9647,12547,11683
Gionee,M6,https://cdn2.gsmarena.com/vv/bigpic/gionee-m6.jpg,10627,13225,9664,12413,8564,5735,13910,14062,14623,9524,12721,13676,14362,5964,10365,14504,14739,9634,13731,7671,11094,13711,13032,5852,9389,7694,14291,6544,12066,5822,10186,5719,13157,12390,11402,11657,11835,12699,14228,7143,10373,13040,8986,6477,12827,8722,11775,8728
Gionee,S6 Pro,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-s6-pro2.jpg,12954,12445,13331,6692,12669,10191,6176,11879,5012,11573,7342,12044,6169,7137,8202,6110,11557,13646,11064,6343,10282,9514,11973,11264,13280,8828,7521,12032,13199,7306,13085,12704,7319,6702,8949,13382,9016,14224,8972,11376,6414,5798,10485,6085,7502,9785,7636,7289
Gionee,P5 Mini,https://cdn2.gsmarena.com/vv/bigpic/gionee-p5-mini-.jpg,13569,9022,6372,6894,5160,5730,11576,6306,13587,6604,14277,10300,11756,10121,7135,7597,11223,10603,11861,9968,6932,12474,5250,13477,7582,9502,5404,10721,14725,10372,9223,6334,14421,12769,8188,11030,9785,7704,5210,5506,6899,8217,14823,7704,12476,6362,12658,8459
Gionee,W909,https://cdn2.gsmarena.com/vv/bigpic/gionee-w909-.jpg,10390,13791,9734,10033,11275,5553,10230,7332,10550,5730,14393,11367,5708,7412,8269,9230,14014,9271,7579,5269,5607,13979,12809,10872,8135,13751,14274,5528,12696,7642,9133,6161,12050,6627,6520,7147,13490,14422,6585,13154,8694,8430,11825,8227,7113,12288,12921,6451
Gionee,S8,https://cdn2.gsmarena.com/vv/bigpic/gionee-elife-s8.jpg,8947,13833,13974,14715,14525,6809,10692,10574,13662,12387,14882,8801,9299,5288,13775,6366,11123,11117,13003,10099,12962,11931,8437,13250,11915,9777,6810,14697,8465,10764,13779,12107,8406,9773,9566,14067,5295,13463,11614,7643,13490,8399,13011,8692,6386,14482,11235,13722
Gionee,Marathon M5 mini,https://cdn2.gsmarena.com/vv/pics/gionee/Gionee-Marathon-M5-mini.jpg,13262,12619,14328,6609,7880,13011,6404,9372,12424,14236,9613,6192,12990,6093,6281,10715,14103,10429,11746,6222,11391,9876,11992,7787,14644,6344,7686,14175,5418,6746,14680,12597,12033,12405,7901,5753,13743,14791,9817,6312,11103,11488,8599,12224,7101,13857,13568,9260
Gionee,Marathon M5 enjoy,https://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-e.jpg,6022,11667,11277,10677,8020,10806,6137,6441,7695,14724,14206,7420,7993,14688,8913,13028,9968,10041,13538,5501,5681,11557,13276,11540,14513,10670,9693,6393,11488,9050,8885,13090,7141,11837,12667,5928,10388,6173,10451,14068,13089,13656,6262,12085,14963,13698,8705,11975
Gionee,Marathon M5 Plus,https://cdn2.gsmarena.com/vv/bigpic/gionee-m5-plus.jpg,13979,8281,11268,9107,10592,12701,11290,14577,11706,11769,10621,6980,14680,5186,8937,8520,13422,6450,9905,13258,7382,12713,6348,9579,13343,13251,11789,14995,14934,11771,9092,14708,11071,10901,6185,12332,8188,14924,12933,10483,8251,13484,8512,12618,8964,5000,6275,14513
Gionee,Marathon M5 lite,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-m5-lite-4.jpg,11478,11824,9161,9204,9530,13120,5926,5863,5832,5278,7768,9730,10289,14838,14211,9908,7237,10884,14866,8606,13846,8881,6723,10108,10598,8650,14223,7292,6186,8679,14752,5979,6643,7516,8553,8333,9040,10803,13832,9546,5100,8211,13911,10987,7283,14071,10577,8611
Gionee,Pioneer P5W,https://cdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg,7414,11218,5894,13912,13026,6549,11315,11023,9824,10500,14025,8591,9203,11114,8274,11049,10642,6962,12063,6111,13753,5735,12006,11681,13046,10607,11198,6884,10738,11679,14329,11357,13583,5853,14526,7650,12880,7210,10663,14149,11771,10534,11705,5616,5197,14326,7668,11308
Gionee,S6,https://cdn2.gsmarena.com/vv/bigpic/gionee-elife-s6.jpg,6418,8816,9004,9294,10822,13949,12718,6462,11768,7418,13900,8737,8966,11363,7491,13851,13548,9543,5266,9081,6540,10969,13284,13158,7066,8409,10943,11958,13586,9187,9072,5451,12383,5757,8411,14050,10353,6126,11445,12521,8189,5998,5727,11247,12353,5826,10429,7029
Gionee,Elife S Plus,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-elife-s-plus-1.jpg,10184,9886,5011,7542,8372,14352,12175,10729,5688,11987,10536,8908,9671,13582,14038,13326,6429,12191,7012,11785,5146,11947,5671,11649,11282,13194,10115,10306,9200,7811,10629,7889,14926,12635,11730,7324,7008,6956,7237,6034,8477,10466,10567,8876,11047,5312,7303,5177
Gionee,F103,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-f103.jpg,8381,6889,12822,11957,8307,12909,7454,14281,7219,11551,10740,6100,12199,12644,7179,11486,6266,7827,7282,7839,13057,11007,8745,13460,7651,11702,9751,6296,10138,10249,12224,13180,14439,6173,5809,13666,10506,13102,10332,9166,6091,12671,7354,8185,7523,7581,5437,5562
Gionee,Elife E8,https://cdn2.gsmarena.com/vv/bigpic/gionee-elife-e8-new1.jpg,5416,10408,5342,14869,9318,14359,8719,8882,13255,8248,12615,7087,7989,14424,14696,12858,6780,14240,8381,12411,5319,9423,14561,10645,7943,7488,12268,8511,9594,12664,7702,8268,13684,13680,13236,10658,9911,8154,8133,12861,7810,14364,13074,5940,11464,9401,9905,6925
Gionee,Marathon M4,https://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m4.jpg,12565,10819,13798,8074,10665,14043,9186,6266,7270,5178,10355,14622,10527,14040,6932,5639,6027,7966,5230,7987,8593,10052,6087,9292,14198,14869,8047,9213,12910,14665,7755,11846,8090,13023,9349,8133,10012,6423,6716,8655,13531,6225,5956,6550,13645,13550,6028,9310
Gionee,Marathon M5,https://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg,6813,9366,9892,6494,11793,8120,6507,10450,5965,14768,12947,5511,12023,14122,6007,9184,5941,11857,10688,11124,10089,10899,12562,7825,14717,7547,9715,10246,9186,13973,8658,8755,11002,12879,7173,13260,12764,11759,8145,9284,12254,13153,7870,7686,6182,5984,6240,8822
Gionee,Elife S7,https://cdn2.gsmarena.com/vv/bigpic/Gionee-Elife-S7.jpg,12948,13902,6650,5854,6997,13744,13694,6117,6553,7646,7905,7410,10713,6729,11700,6322,13489,8686,7993,12821,14110,9694,13369,10795,6071,11604,13348,13369,11983,14379,10279,12636,10049,7070,5289,9095,5211,8336,10926,13206,7621,8978,9044,12746,7856,7632,13556,11647
Gionee,Pioneer P3S,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-pioneer-p3s.jpg,5637,8235,12262,10833,6894,12232,8573,12530,14262,9329,10696,9348,5776,8343,12565,7707,14153,14836,10387,12081,9869,13515,6270,9793,13409,10720,7030,12363,10799,11568,11431,7171,10451,13593,5275,8211,9264,8302,14542,9331,7041,9249,9922,13634,6515,12836,7959,11050
Gionee,Pioneer P2M,https://cdn2.gsmarena.com/vv/pics/gionee/gionee-pioneer-p2m.jpg,12418,13853,7317,14154,9835,13321,11442,11829,10206,8611,6149,8495,14421,13477,8281,6907,11754,6004,13716,10908,11007,9880,5459,13553,6519,10425,9036,6772,8757,11343,9067,9383,14806,8105,5056,7563,13931,7020,7279,13590,14464,11692,11541,11180,13822,5404,7317,10623
Gionee,Pioneer P2S,https://cdn2.gsmarena.com/vv/bigpic/gionee-s96.jpg,9768,11055,14193,5519,14815,6144,11693,10355,5246,10866,12286,10469,9633,11872,13032,12685,12168,7616,13490,6403,6068,8036,7535,12644,10951,11786,13109,5908,12232,6949,13555,9083,12371,11768,5061,14954,12997,14077,7857,12900,7743,8042,12665,7206,14258,13216,6952,6285
Gionee,S96,https://cdn2.gsmarena.com/vv/bigpic/gionee-l800.jpg,9420,6989,6304,6806,11232,6965,13053,8482,14688,12895,10062,10260,8376,12577,6203,13224,14357,11483,5743,14704,12682,13119,6869,14992,12172,5868,7003,5804,6572,8091,14828,11070,7325,8479,10011,9285,10455,8035,9728,7271,12714,8038,8065,10628,11978,10208,8250,13727
Google,Pixel,https://cdn2.gsmarena.com/vv/pics/google/google-pixel-03.jpg,5922,10981,11624,13841,10388,12427,6236,12034,12963,13202,13263,13124,6951,11031,6518,14488,9748,5497,9577,11708,13028,14322,11468,10413,9945,14538,7761,9830,7759,12264,5849,8248,12290,9415,11278,14800,12862,13579,14982,13725,10006,8343,8215,9730,7502,10410,10337,12787
Google,Pixel C,https://cdn2.gsmarena.com/vv/pics/google/google-pixel-c-31.jpg,6404,5006,11987,6915,12453,13503,14773,11758,13569,10908,5482,5523,14592,11770,14445,6675,9955,9379,5718,5953,8719,14262,10887,11782,14915,14870,10345,5163,7476,8230,7412,12733,8477,7930,8073,13922,7332,7471,12064,7000,11122,10796,11502,6184,6559,11170,10164,12105
OnePlus,3T,https://cdn2.gsmarena.com/vv/pics/oneplus/oneplus-3-soft-gold.jpg,5586,7456,10696,10870,9667,8071,6547,6863,9511,13112,10379,10693,6443,5127,11457,8328,12026,5214,12085,13530,14000,5168,12099,13294,10404,8826,12516,14659,14541,6999,7238,9563,7971,9911,9396,6872,14517,6578,11302,10150,12004,7171,10319,5499,9736,12209,7901,13296
OnePlus,One,https://cdn2.gsmarena.com/vv/pics/oneplus/oneplus-6-6.jpg,8866,14988,12343,5160,14047,10922,5386,9555,9978,10534,7952,11468,12996,6480,7577,9762,13554,11932,12578,8084,10625,9558,5656,14523,12233,6945,7294,5806,12399,6199,11077,10244,7499,7418,13580,13690,13040,9109,9251,6811,7280,10935,8219,12463,14645,8659,12815,11615
oppo,R11 Plus,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r11-plus-2.jpg,5118,9126,11701,9919,5737,14382,8229,12243,6506,10602,14175,10174,12733,11936,10596,9366,8534,6217,14808,13841,5257,14992,14520,14789,9401,13081,6790,7091,12798,6924,10614,11208,8387,6127,13698,14006,7981,9903,12965,8715,9213,11870,12640,8535,9709,12123,12958,8387
Oppo,R11,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r11-3.jpg,7759,5979,6821,11125,7257,10617,11079,13787,11576,11723,13456,12289,12927,5495,14506,12752,12181,8644,5794,7639,7685,6406,14865,5128,8771,13795,6378,14054,10802,5768,10327,9727,10040,14670,12026,10505,11469,13656,5695,8214,6950,11582,13285,10961,14466,12876,5294,11888
Oppo,A77,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-a77-sn-3.jpg,9709,11135,5338,12348,9740,9058,12513,6060,14493,12724,10407,8192,11511,6542,5979,14185,8348,10275,13083,11322,9549,14112,14191,12663,7582,11676,13131,14616,5653,6852,12915,12547,13414,6921,8987,5686,12045,6776,8341,6661,10654,5451,6395,7842,7226,14277,10114,7795
Oppo,F3,https://cdn2.gsmarena.com/vv/bigpic/oppo-f3-plus.jpg,14309,5427,13686,9736,8086,8601,6478,14610,7075,7993,14160,8666,5343,7290,6032,7364,10244,12189,10369,14160,13136,9836,8816,11671,9265,8290,13408,13811,11837,13086,14336,12279,5483,7332,10697,6884,11726,11190,13842,5039,9951,11235,10221,13123,10717,5328,10512,14482
Oppo,F3 Plus,https://cdn2.gsmarena.com/vv/bigpic/oppo-f3-plus.jpg,10103,14596,7164,10784,10592,11950,14949,6382,9716,6982,6612,6798,12611,5132,8850,11343,14316,9128,13513,12158,9463,5021,13911,14996,5174,7008,9228,7551,12271,10481,5325,5866,7717,5491,8858,10059,14290,10695,8609,9782,14356,7041,13071,14546,6983,8701,14047,7057
Oppo,A57,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-a57-2.jpg,8397,6890,14160,12253,8587,8135,14388,7267,11431,7221,14802,6043,8250,14915,12424,12264,7400,7342,7459,8295,13259,8087,14254,11030,9250,8828,6001,14654,8434,11423,5156,11513,11998,6031,6477,10430,11671,6056,11426,8609,12965,6138,7994,5687,6168,12136,5721,8729
Oppo,F1s,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-f1s-2.jpg,12322,7623,5184,13656,10395,6518,13516,6445,11277,6289,14699,7777,13162,5534,10060,10873,10518,10581,14348,8556,10591,9958,7636,10544,12268,9758,7519,7340,6345,11304,7254,12436,8727,5631,5079,10263,10404,10318,11729,9502,6115,6647,14083,5610,14211,13382,12419,6189
Oppo,R9s Plus,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r9s-1.jpg,8831,8526,7613,7921,5813,7144,14535,8286,11956,14154,14165,7318,14666,11199,9753,8935,7238,5908,5216,11678,13853,11766,6299,5937,8672,12536,14441,10945,10717,14060,9751,10185,13685,10240,11314,8107,11268,13694,10733,13593,5572,13189,13403,14895,7495,9765,10182,10186
Oppo,R9s,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r9s-1.jpg,7724,9638,10583,12889,8813,12969,10044,13246,10926,7879,5081,13625,7346,6592,13007,10501,10927,11537,8931,6601,8313,12016,10578,11069,8835,8743,7283,11002,6543,6745,14524,13870,11268,9440,5325,11945,10006,7168,11531,7144,10945,11061,7715,14337,14825,11720,8848,12060
Oppo,A37,https://cdn2.gsmarena.com/vv/bigpic/oppo-a37.jpg,5619,9371,6256,5437,6683,11279,7361,6179,6314,8117,10688,9488,6870,14457,7727,9100,5361,14000,13882,8932,14415,9337,7796,11408,12102,6128,5958,14470,11862,13460,13352,13553,9170,14526,10537,12981,8274,14195,7687,5418,8454,9515,12147,7397,11769,10171,8900,7685
Oppo,A59,https://cdn2.gsmarena.com/vv/bigpic/oppo-a59.jpg,10896,10195,5890,6368,9256,5997,5559,7616,13445,8460,7300,11410,12216,10287,10513,14848,10849,11232,8067,14143,7367,5789,8005,14693,14007,7858,12256,12367,14889,8822,14633,9057,10132,14220,10879,6186,6264,14468,10442,9631,12620,5882,10497,8316,7221,7306,7577,9853
Oppo,R9 Plus,https://cdn2.gsmarena.com/vv/bigpic/oppo-r9.jpg,14657,9289,14120,6046,9507,10040,13279,14131,14641,13617,9426,13752,11592,8699,9480,8267,10103,9572,8951,8931,14681,10792,6211,13205,10299,12932,14895,13961,12427,13082,9749,8280,5071,12621,8737,8150,7445,5171,12933,11993,9203,7527,9328,10068,11051,14052,13423,12541
Oppo,F1 Plus,https://cdn2.gsmarena.com/vv/bigpic/oppo-f1-plus.jpg,13089,12730,8681,8252,6589,11163,12483,11832,14207,5203,9827,5829,9628,6624,6880,13314,12402,7458,7446,6646,5364,7010,6769,14453,9529,7451,14857,14519,8891,11295,14073,13712,10309,10129,14695,9201,9019,6679,13040,9819,13381,13917,6539,11733,13509,8365,11285,14116
Oppo,F1,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-f1-5.jpg,6837,6937,13871,11231,9496,9583,6988,12076,7787,5339,5920,9709,11354,6139,6828,8147,14122,14545,9872,14351,7830,13667,7658,10956,6182,13149,12797,8378,9114,7468,14508,8068,9628,9271,10266,11273,14422,10946,13512,11819,10972,6231,8258,13681,8206,9659,6390,8110
Oppo,A53,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-a53.jpg,14047,12989,13554,7357,11611,10060,5465,13618,10632,12639,8172,9108,8797,13086,5667,7267,12862,10266,13463,9569,11904,14123,5362,10269,11532,5550,10041,14875,10516,8243,8861,13604,7129,6224,7955,5271,8515,13546,12008,12379,14761,14989,12981,14554,6170,8705,9105,12667
Oppo,A33,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-a33.jpg,5329,7590,6618,13473,11894,10407,8356,11155,14930,14873,13055,7144,9700,11782,14996,13971,14185,12588,7433,8455,11147,12133,5292,8984,7408,5248,9301,10351,10601,10918,14712,8396,9362,11301,9507,13986,14088,8770,14552,13518,6686,6602,5673,12565,8329,6186,8720,14690
Oppo,Neo 7,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-neo-7-2.jpg,7882,12430,7555,9139,10870,10417,13518,14987,14308,5880,7060,9019,7670,14037,8720,12904,7767,8773,5776,8768,10551,13865,9946,9013,7266,13610,10820,5110,5315,8993,5550,13418,11813,13775,6500,11854,11082,10893,7250,5277,10159,8412,10191,6824,13661,8558,10765,9165
Oppo,R7s,https://cdn2.gsmarena.com/vv/bigpic/oppo-r7s.jpg,11500,12336,10481,5286,8672,5693,14208,8664,11919,9602,8985,7544,14325,5185,7981,12439,14651,5953,5278,8349,9071,11632,14260,7330,9265,10760,10260,12816,12489,7099,12134,9909,5334,8763,8650,8802,7372,9617,14391,6354,14047,11656,7973,9499,10253,12340,6541,6316
Oppo,R7 lite,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r7-1.jpg,9756,5241,5113,5973,11174,9907,10076,8800,13724,9406,13337,14109,5579,14468,11383,6037,8739,8791,11862,6222,7735,9086,6325,5109,8487,5492,11612,6225,5512,5314,11998,10241,9671,8448,12784,5326,14805,8267,12370,10892,5871,11071,9364,11044,6010,10351,9209,11206
Oppo,R5s,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r5s.jpg,13026,13766,13523,7040,5097,8438,8537,13108,11410,14003,8354,13157,7110,12152,9068,8233,11949,7135,8874,14725,6723,5245,8024,5880,11082,11222,11474,13662,13863,10139,9052,6485,5793,10348,13147,10964,14928,11486,7989,6470,9711,5475,14797,9756,10121,6091,14617,6500
Oppo,Mirror 5s,https://cdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg,9147,10889,10579,12232,14278,9596,9213,13943,13359,14718,12227,14196,14545,11511,10823,10523,5136,14908,7022,5424,7869,10412,14076,9360,10699,13373,5126,9680,12650,11470,9574,12847,6942,9872,5352,7493,9310,6947,12527,9678,5583,13179,13913,6871,12360,6392,12836,9295
Oppo,Mirror 5,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-mirror-5s-2.jpg,14635,7515,14053,5349,5837,9715,14328,11354,14011,13173,6913,10796,9853,7540,10819,13388,9440,8919,14199,10798,13889,6531,8775,12061,11818,5541,11388,11652,14789,6890,14159,9993,7312,14282,6082,9600,13758,11440,8212,11468,11797,8295,10130,12149,9278,5911,9154,7913
Oppo,Joy 3,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-joy3.jpg,7340,9198,5415,10028,7826,9727,11851,10041,12596,7634,11234,11338,8880,8468,8745,11301,5215,5372,10985,14567,8188,5150,6363,8512,9974,12878,12172,5656,7098,10256,11448,7154,13374,9104,10629,8965,13713,5888,5556,12965,14321,14022,6602,8426,7102,14091,12122,14647
Oppo,R7 Plus,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r7-plus-1.jpg,6682,14380,11259,9375,11692,5896,10480,5304,9706,12101,13692,9912,8758,13654,8934,6970,13465,14912,10226,14547,5791,14903,9112,11190,9753,9395,13285,10262,7931,10697,7253,10090,13842,14654,11925,9210,12605,13624,5926,11436,6588,5634,8959,5868,6731,10584,9600,13320
Oppo,R7,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r7-3.jpg,7851,8406,8138,5159,12458,6931,11371,11112,12556,14166,6218,10927,6749,8612,7221,14285,6610,7920,8063,14275,8719,11826,14137,11273,14814,8056,8929,9539,9115,13819,12530,10993,10965,8616,11233,11184,14209,5279,6343,9682,7626,11078,11352,7771,5862,14883,8770,6141
Oppo,Neo 5 (2015),https://cdn2.gsmarena.com/vv//pics/oppo/oppo-neo-5s.jpg,14051,5897,7353,5011,11799,5300,14899,10749,6637,12648,14549,9329,7702,13818,14720,10977,9536,10730,10644,5165,14389,9624,9847,9726,9854,8344,10218,7014,6118,13162,9887,13791,12647,13577,12787,5898,12365,7634,13192,7263,5909,10555,6108,7297,14820,8052,9801,11639
Oppo,Neo 5s,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-neo-5s.jpg,11456,8643,7105,9393,11723,13596,14125,11253,7251,8452,7304,5917,12106,5446,11700,9351,5604,11764,13668,11666,5287,13650,12355,5958,8074,14809,8050,7117,8669,9389,11236,7860,5039,9375,14430,12838,13977,7612,10373,7122,8383,5681,10003,10785,12246,9626,9510,9175
Oppo,A31,https://cdn2.gsmarena.com/vv/bigpic/oppo-a31.jpg,9545,6696,10702,12522,9216,14000,13230,14437,13055,11454,6116,9957,7821,9913,13786,14484,5072,13091,14333,6042,12885,14374,7231,5232,13026,8088,13929,9794,13256,13457,5782,9576,12420,5245,11697,10873,12771,6073,7654,8696,12296,10961,7060,9158,11588,8596,14097,8881
Oppo,R1x,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r1c-4.jpg,10956,11641,6713,12199,6142,9418,8094,12363,6585,6900,13650,5849,9167,10111,6671,13405,5415,12267,14155,9759,11183,12628,13583,9314,12953,7888,14228,10514,12807,10176,8506,5550,13175,5089,7868,12304,12239,11403,11947,14968,11793,11058,10255,9627,7958,9757,10834,8990
Oppo,U3,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-u3-2.jpg,14550,14040,11693,5007,11428,14431,7772,11728,8671,9484,13172,8845,11490,13622,10603,9633,6814,6411,14749,9119,7438,8571,11204,5804,14243,12784,14408,14291,6876,8858,11509,12656,10461,6209,8068,12977,5641,14059,6517,8780,7497,14244,14801,6098,13485,6555,9094,11631
Oppo,R5,https://cdn2.gsmarena.com/vv/bigpic/oppo-r5-new1.jpg,6426,9288,7358,7623,5377,14879,7670,12871,8628,8218,10901,13901,9021,10723,6797,14590,8661,5356,9330,13998,13045,14817,7472,10423,6133,7148,10951,13915,8615,9387,9373,5935,10826,7326,8730,14708,5555,6563,11214,13717,12715,5936,14530,6938,14173,7784,5010,14511
Oppo,N3,https://cdn2.gsmarena.com/vv/bigpic/oppo-n3-new1.jpg,6029,14416,6168,10211,7645,8556,12622,6039,11849,7953,9591,5535,11076,14117,14709,6714,9679,12898,5965,7575,13427,11448,5527,7538,9197,7211,8585,10594,9766,9845,13626,13689,10505,14382,5120,10267,6658,14692,10778,9451,12725,11551,7126,12000,10001,5697,8330,13702
Oppo,R1S,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-r1s.jpg,13435,7385,14787,5224,11621,11018,14961,9894,8283,6228,14760,14343,6678,5766,5759,14008,14322,14419,11680,9739,11121,10428,10947,13426,11076,9054,8416,10468,6010,6507,7662,8992,14538,12972,13409,10288,11295,13908,14301,7883,7915,13452,11169,14941,8774,9426,5766,10047
Oppo,Neo 3,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-neo3.jpg,11024,10342,8962,12877,11970,6641,6464,14014,10730,8836,11224,11269,5597,9584,13642,14073,7984,6566,5105,5650,13135,14641,6301,10013,13735,11961,5946,11771,9876,11888,13608,12616,5325,9045,8407,9358,5963,11045,6192,9191,13532,5422,12632,8176,6834,8189,6906,10920
Oppo,Find 5 Mini,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-find-5-mini.jpg,8883,5778,9394,6553,11416,9708,8416,9925,12503,11755,6025,9322,10320,6269,7999,7877,8016,11439,12669,13478,6464,6187,9255,11558,14329,10576,8361,9934,8508,13373,7907,7170,13662,14233,9198,11807,6928,9427,6640,13524,13400,10755,7012,6040,6101,7841,6791,7475
Oppo,R1001 Joy,https://cdn2.gsmarena.com/vv/bigpic/oppo-joy.jpg,14924,6733,6348,13856,8233,9603,7917,7837,11933,5545,9456,6186,10746,5049,12926,5002,13843,10494,8293,13379,11050,12135,5644,7174,9156,6232,7108,11261,7661,13083,9883,6724,14712,11944,7336,12550,5490,12163,9656,8371,7033,9780,10647,5294,14676,5262,6031,10909
Oppo,Neo 5,https://cdn2.gsmarena.com/vv/pics/oppo/oppo-neo-5.jpg,13146,13875,5240,6945,11166,8531,10662,13352,10019,13780,13376,13530,13896,6283,8673,7507,8048,11086,9053,7955,8595,6693,6160,12515,14828,7503,9917,10267,11297,12665,8559,11578,10868,12519,13850,11612,12761,13729,11818,5230,11589,10183,6289,11686,8671,14763,11445,10899
Lava,A77,https://cdn2.gsmarena.com/vv/pics/lava/lava-a77-3.jpg,13476,7506,8609,14525,10569,9476,5410,13659,7211,8414,12572,6894,14209,7887,14768,14232,14872,14846,6227,8258,11892,9082,5729,5318,8377,11900,11988,10796,5030,14232,8404,10440,5708,8573,11587,14001,13256,11474,7781,13161,11940,6188,14267,13757,5112,9150,8815,8749
Lava,Z10,https://cdn2.gsmarena.com/vv/pics/lava/lava-z10-3.jpg,11475,5848,13274,8647,5134,9778,7101,12721,8776,11521,6279,5202,6964,8343,6874,8262,10526,10716,6785,14979,11694,10776,11265,11331,10648,14688,7702,9912,14486,6441,7711,7831,7359,5664,6488,9134,6150,5438,10619,12310,14644,5373,7214,13194,10409,6482,7569,9561
Lava,X28 Plus,https://cdn2.gsmarena.com/vv/pics/lava/lava-x28-plus.jpg,6205,13681,7764,6813,12239,14841,13936,11021,13053,14103,13707,9226,9870,5577,13301,10035,14317,7459,12959,12181,11930,8517,6039,13972,6479,5971,5310,13515,9671,8789,12821,5951,13749,12456,12171,8155,13116,13469,14970,11007,5083,9044,12517,8568,10294,8932,7315,9731
Lava,A73,https://cdn2.gsmarena.com/vv/bigpic/lava-a73n.jpg,13238,6937,10085,6060,10380,10827,7012,13053,12851,12065,13400,12203,10520,6776,11070,9607,8637,14635,11307,12940,12060,9866,14100,10750,11095,7508,8399,7792,13676,11883,7442,8783,6302,11153,10014,10270,8469,8825,11912,10344,12805,8863,14254,14099,8697,5823,5658,14826
